"","chromosome","start","end","sampleFrequency","gainFrequency","lossFrequency","gainProportion","lossProportion"
"12602","chr10",110745268,110948619,31,0,0,0,0
"12603","chr9",110937974,110950439,31,0,0,0,0
"12604","chr9",110950440,110950741,31,0,0,0,0
"12605","chr6",110928824,110972959,31,0,0,0,0
"12606","chr6",110972960,110973334,31,0,0,0,0
"12607","chr10",110948620,110999400,31,0,0,0,0
"12608","chr10",110999401,111000750,31,0,0,0,0
"12609","chr10",111000751,111000900,31,0,0,0,0
"12610","chr6",110973335,111039040,31,0,0,0,0
"12611","chr10",111000901,111042940,31,0,0,0,0
"12612","chr8",109686008,111077735,31,0,0,0,0
"12613","chr3",110808828,111104681,31,0,0,0,0
"12614","chr15",110184120,111109631,31,0,0,0,0
"12615","chr6",111039041,111156345,31,0,0,0,0
"12616","chr10",111042941,111165787,31,0,0,0,0
"12617","chr3",111104682,111174942,31,0,0,0,0
"12618","chr10",111165788,111180521,30,0,0,0,0
"12619","chr8",111077736,111193804,31,0,0,0,0
"12620","chr3",111174943,111228954,31,0,0,0,0
"12621","chr3",111228955,111230553,31,5,0,0.161290322580645,0
"12622","chr5",110876659,111232078,31,0,0,0,0
"12623","chr5",111232079,111232153,31,1,0,0.032258064516129,0
"12624","chr5",111232154,111232909,31,2,0,0.0645161290322581,0
"12625","chr15",111109632,111239624,31,0,0,0,0
"12626","chr8",111193805,111243074,31,0,0,0,0
"12627","chr3",111230554,111269898,31,0,0,0,0
"12628","chr8",111243075,111279095,31,0,0,0,0
"12629","chr9",110950742,111313093,31,0,0,0,0
"12630","chr9",111313094,111333051,31,0,0,0,0
"12631","chr3",111269899,111435125,31,0,0,0,0
"12632","chr3",111435126,111437156,31,5,0,0.161290322580645,0
"12633","chr9",111333052,111539952,31,0,0,0,0
"12634","chr9",111539953,111540188,31,0,0,0,0
"12635","chr9",111540189,111559116,31,0,0,0,0
"12636","chr9",111559117,111560091,31,1,0,0.032258064516129,0
"12637","chr6",111156346,111571737,31,0,0,0,0
"12638","chr6",111571738,111572185,31,1,0,0.032258064516129,0
"12639","chr6",111572186,111573685,31,1,0,0.032258064516129,0
"12640","chr4",109494363,111577454,31,0,0,0,0
"12641","chr4",111577455,111579050,31,0,1,0,0.032258064516129
"12642","chr9",111560092,111581272,31,0,0,0,0
"12643","chr9",111581273,111588727,31,0,0,0,0
"12644","chr6",111573686,111636341,31,0,0,0,0
"12645","chr3",111437157,111662696,31,0,0,0,0
"12646","chr3",111662697,111686028,31,0,0,0,0
"12647","chr3",111686029,111692128,31,1,0,0.032258064516129,0
"12648","chr3",111692129,111706450,31,0,0,0,0
"12649","chr6",111636342,111789542,31,0,0,0,0
"12650","chr13",110649765,111833039,31,0,0,0,0
"12651","chr13",111833040,111844882,31,0,0,0,0
"12652","chr8",111279096,111845020,31,0,0,0,0
"12653","chr8",111845021,111849147,31,0,0,0,0
"12654","chr8",111849148,111849447,31,1,0,0.032258064516129,0
"12655","chr8",111849448,111850656,31,2,0,0.0645161290322581,0
"12656","chr8",111850657,111850806,31,1,0,0.032258064516129,0
"12657","chr8",111850807,111853132,31,0,0,0,0
"12658","chr13",111844883,111897820,31,0,0,0,0
"12659","chr13",111897821,111910922,31,0,0,0,0
"12660","chr3",111706451,111933536,31,0,0,0,0
"12661","chr8",111853133,111944831,31,0,0,0,0
"12662","chr3",111933537,111947169,31,0,0,0,0
"12663","chr9",111588728,111966998,31,0,0,0,0
"12664","chr9",111966999,112044394,31,0,0,0,0
"12665","chr9",112044395,112054124,31,1,0,0.032258064516129,0
"12666","chr7",110456859,112126596,31,0,0,0,0
"12667","chr7",112126597,112128427,31,1,0,0.032258064516129,0
"12668","chr5",111232910,112202098,31,0,0,0,0
"12669","chr5",112202099,112247535,31,0,0,0,0
"12670","chr9",112054125,112273912,31,0,0,0,0
"12671","chrX",108239284,112384477,31,0,0,0,0
"12672","chrX",112384478,112384955,31,0,1,0,0.032258064516129
"12673","chrX",112384956,112386400,31,0,3,0,0.0967741935483871
"12674","chrX",112386401,112391483,31,0,16,0,0.516129032258065
"12675","chrX",112391484,112392994,30,0,15,0,0.483870967741935
"12676","chrX",112392995,112394453,31,0,15,0,0.483870967741935
"12677","chrX",112394454,112394528,31,0,12,0,0.387096774193548
"12678","chrX",112394529,112394603,31,0,11,0,0.354838709677419
"12679","chrX",112394604,112394903,31,0,7,0,0.225806451612903
"12680","chr9",112273913,112452661,31,0,0,0,0
"12681","chr9",112452662,112453636,31,1,0,0.032258064516129,0
"12682","chr14",110692395,112458825,31,0,0,0,0
"12683","chr14",112458826,112459425,31,2,0,0.0645161290322581,0
"12684","chr14",112459426,112479014,31,0,0,0,0
"12685","chr14",112479015,112479839,31,1,0,0.032258064516129,0
"12686","chr8",111944832,112525807,31,0,0,0,0
"12687","chr8",112525808,112526782,31,1,0,0.032258064516129,0
"12688","chr9",112453637,112551007,31,0,0,0,0
"12689","chr10",111180522,112626397,31,0,0,0,0
"12690","chr8",112526783,112670427,31,0,0,0,0
"12691","chr2",110459691,112751968,31,0,0,0,0
"12692","chr8",112670428,112774258,31,0,0,0,0
"12693","chr8",112774259,112784074,31,0,0,0,0
"12694","chr8",112784075,112913892,31,0,0,0,0
"12695","chr14",112479840,112964836,31,0,0,0,0
"12696","chr14",112964837,112965286,31,0,1,0,0.032258064516129
"12697","chr2",112751969,112966348,31,0,0,0,0
"12698","chr2",112966349,113035116,31,0,0,0,0
"12699","chrX",112394904,113105515,31,0,0,0,0
"12700","chrX",113105516,113106640,31,0,1,0,0.032258064516129
"12701","chrX",113106641,113106865,31,0,3,0,0.0967741935483871
"12702","chrX",113106866,113106940,31,0,6,0,0.193548387096774
"12703","chrX",113106941,113107015,31,0,8,0,0.258064516129032
"12704","chrX",113107016,113107240,31,0,9,0,0.290322580645161
"12705","chrX",113107241,113110017,31,0,11,0,0.354838709677419
"12706","chrX",113110018,113110167,31,0,10,0,0.32258064516129
"12707","chrX",113110168,113110242,31,0,5,0,0.161290322580645
"12708","chrX",113110243,113110317,31,0,1,0,0.032258064516129
"12709","chr2",113035117,113242099,31,0,0,0,0
"12710","chr2",113242100,113243149,31,11,0,0.354838709677419,0
"12711","chr14",112965287,113291148,31,0,0,0,0
"12712","chr14",113291149,113291298,31,0,1,0,0.032258064516129
"12713","chr14",113291299,113293623,31,0,2,0,0.0645161290322581
"12714","chr9",112551008,113316108,31,0,0,0,0
"12715","chr9",113316109,113330961,31,0,0,0,0
"12716","chr9",113330962,113343011,31,0,0,0,0
"12717","chr1",109807186,113348724,31,0,0,0,0
"12718","chr1",113348725,113349392,31,2,0,0.0645161290322581,0
"12719","chr1",113349393,113349854,31,3,9,0.0967741935483871,0.290322580645161
"12720","chr1",113349855,113352059,31,4,9,0.129032258064516,0.290322580645161
"12721","chr1",113352060,113352134,31,5,8,0.161290322580645,0.258064516129032
"12722","chr3",111947170,113358541,31,0,0,0,0
"12723","chr1",113352135,113358651,31,8,5,0.258064516129032,0.161290322580645
"12724","chr3",113358542,113358828,31,0,0,0,0
"12725","chr1",113358652,113360876,31,7,10,0.225806451612903,0.32258064516129
"12726","chr1",113360877,113361026,31,5,10,0.161290322580645,0.32258064516129
"12727","chr4",111579051,113382049,31,0,0,0,0
"12728","chr4",113382050,113382911,31,0,1,0,0.032258064516129
"12729","chr3",113358829,113398305,31,0,0,0,0
"12730","chr2",113243150,113427432,31,0,0,0,0
"12731","chr2",113427433,113438858,31,0,0,0,0
"12732","chr3",113398306,113449465,31,0,0,0,0
"12733","chr3",113449466,113449760,29,0,0,0,0
"12734","chr3",113449761,113449835,29,0,0,0,0
"12735","chr3",113449836,113449910,30,0,0,0,0
"12736","chr5",112247536,113476657,31,0,0,0,0
"12737","chr5",113476658,113477182,31,0,0,0,0
"12738","chr4",113382912,113487840,31,0,0,0,0
"12739","chr4",113487841,113493156,31,0,0,0,0
"12740","chr14",113293624,113504651,31,0,0,0,0
"12741","chr4",113493157,113511035,31,0,0,0,0
"12742","chr2",113438859,113560579,31,0,0,0,0
"12743","chr4",113511036,113567098,31,0,0,0,0
"12744","chr5",113477183,113582988,31,0,0,0,0
"12745","chr5",113582989,113591895,31,0,0,0,0
"12746","chr7",112128428,113595621,31,0,0,0,0
"12747","chr7",113595622,113595696,31,0,1,0,0.032258064516129
"12748","chr7",113595697,113595771,31,0,3,0,0.0967741935483871
"12749","chr7",113595772,113595846,31,0,8,0,0.258064516129032
"12750","chr7",113595847,113595921,31,0,14,0,0.451612903225806
"12751","chr7",113595922,113595996,31,0,15,0,0.483870967741935
"12752","chr7",113595997,113597817,31,0,16,0,0.516129032258065
"12753","chr7",113597818,113599105,31,0,12,0,0.387096774193548
"12754","chr7",113599106,113603573,31,0,10,0,0.32258064516129
"12755","chr5",113591896,113632505,31,0,0,0,0
"12756","chr14",113504652,113664424,31,0,0,0,0
"12757","chr9",113343012,113688902,31,0,0,0,0
"12758","chr13",111910923,113709288,31,0,0,0,0
"12759","chr13",113709289,113714817,31,0,0,0,0
"12760","chr13",113714818,113715307,31,0,0,0,0
"12761","chr14",113664425,113736676,31,0,0,0,0
"12762","chr14",113736677,113740969,31,3,0,0.0967741935483871,0
"12763","chr9",113688903,113760207,31,0,0,0,0
"12764","chr9",113760208,113760583,31,0,0,0,0
"12765","chr9",113760584,113760658,31,0,0,0,0
"12766","chr9",113760659,113772300,31,0,0,0,0
"12767","chr9",113772301,113773666,31,1,0,0.032258064516129,0
"12768","chr5",113632506,113856623,31,0,0,0,0
"12769","chr9",113773667,113862020,31,0,0,0,0
"12770","chr4",113567099,113907336,31,0,0,0,0
"12771","chr5",113856624,113910825,31,0,0,0,0
"12772","chr5",113910826,113911010,31,0,0,0,0
"12773","chr13",113715308,113912809,31,0,0,0,0
"12774","chr13",113912810,113913184,31,0,0,0,0
"12775","chr9",113862021,113942484,31,0,0,0,0
"12776","chr9",113942485,113948033,30,0,0,0,0
"12777","chr3",113449911,113961248,31,0,0,0,0
"12778","chr13",113913185,113972739,31,0,0,0,0
"12779","chr8",112913893,113973260,31,0,0,0,0
"12780","chr3",113961249,113987419,31,0,0,0,0
"12781","chr4",113907337,113990544,31,0,0,0,0
"12782","chr5",113911011,114001831,31,0,0,0,0
"12783","chr8",113973261,114013787,31,0,0,0,0
"12784","chr9",113948034,114017086,31,0,0,0,0
"12785","chr5",114001832,114019633,31,0,0,0,0
"12786","chr13",113972740,114025099,31,0,0,0,0
"12787","chr4",113990545,114028769,31,0,0,0,0
"12788","chr3",113987420,114055969,31,0,0,0,0
"12789","chr9",114017087,114108196,31,0,0,0,0
"12790","chr3",114055970,114108322,31,0,0,0,0
"12791","chr14",113740970,114112564,31,0,0,0,0
"12792","chr5",114019634,114122441,31,0,0,0,0
"12793","chr1",113361027,114126530,31,0,0,0,0
"12794","chr1",114126531,114132048,31,3,0,0.0967741935483871,0
"12795","chr14",114112565,114135715,31,0,0,0,0
"12796","chr2",113560580,114175406,31,0,0,0,0
"12797","chr1",114132049,114178202,31,0,0,0,0
"12798","chr14",114135716,114223059,31,0,0,0,0
"12799","chr1",114178203,114246736,31,0,0,0,0
"12800","chr1",114246737,114248061,31,0,0,0,0
"12801","chr3",114108323,114268061,31,0,0,0,0
"12802","chr7",113603574,114312483,31,0,0,0,0
"12803","chr3",114268062,114322195,31,0,0,0,0
"12804","chr9",114108197,114332608,31,0,0,0,0
"12805","chr7",114312484,114332838,31,0,0,0,0
"12806","chr7",114332839,114341402,31,0,0,0,0
"12807","chr7",114341403,114341477,31,0,0,0,0
"12808","chr7",114341478,114341635,31,0,0,0,0
"12809","chr9",114332609,114341677,31,0,0,0,0
"12810","chr3",114322196,114344944,31,0,0,0,0
"12811","chr3",114344945,114345547,30,0,0,0,0
"12812","chr3",114345548,114348722,29,0,0,0,0
"12813","chr9",114341678,114373270,31,0,0,0,0
"12814","chr9",114373271,114380809,31,0,0,0,0
"12815","chr9",114380810,114391877,31,0,0,0,0
"12816","chr9",114391878,114396611,31,0,0,0,0
"12817","chr8",114013788,114448279,31,0,0,0,0
"12818","chr1",114248062,114479441,31,0,0,0,0
"12819","chr1",114479442,114479858,31,0,0,0,0
"12820","chr1",114479859,114480471,31,0,0,0,0
"12821","chr1",114480472,114482968,31,0,0,0,0
"12822","chr1",114482969,114484278,31,3,0,0.0967741935483871,0
"12823","chr14",114223060,114565204,31,0,0,0,0
"12824","chr14",114565205,114565879,31,0,0,0,0
"12825","chr9",114396612,114599074,31,0,0,0,0
"12826","chr7",114341636,114638101,31,0,0,0,0
"12827","chr7",114638102,114640754,31,0,0,0,0
"12828","chr14",114565880,114653384,31,0,0,0,0
"12829","chr14",114653385,114653637,31,0,0,0,0
"12830","chr14",114653638,114661055,31,0,0,0,0
"12831","chr1",114484279,114661154,31,0,0,0,0
"12832","chr3",114348723,114666749,31,0,0,0,0
"12833","chr3",114666750,114667199,31,0,0,0,0
"12834","chr7",114640755,114678864,31,0,0,0,0
"12835","chr3",114667200,114703629,31,0,0,0,0
"12836","chr9",114599075,114719674,31,0,0,0,0
"12837","chr7",114678865,114728015,31,0,0,0,0
"12838","chr6",111789543,114734270,31,0,0,0,0
"12839","chr8",114448280,114742712,31,0,0,0,0
"12840","chr14",114661056,114756323,31,0,0,0,0
"12841","chr7",114728016,114759024,31,0,0,0,0
"12842","chr14",114756324,114762428,31,0,1,0,0.032258064516129
"12843","chr14",114762429,114798297,31,0,0,0,0
"12844","chr14",114798298,114801762,31,7,0,0.225806451612903,0
"12845","chr14",114801763,114802065,31,6,0,0.193548387096774,0
"12846","chr8",114742713,114821345,31,0,0,0,0
"12847","chr3",114703630,114827967,31,0,0,0,0
"12848","chr8",114821346,114843568,31,0,0,0,0
"12849","chr6",114734271,114865790,31,0,0,0,0
"12850","chr8",114843569,114868380,31,0,0,0,0
"12851","chr3",114827968,114898439,31,0,0,0,0
"12852","chr3",114898440,114903330,31,0,0,0,0
"12853","chr3",114903331,114903860,31,0,0,0,0
"12854","chr5",114122442,114921095,31,0,0,0,0
"12855","chr5",114921096,114959477,31,0,0,0,0
"12856","chr4",114028770,114989668,31,0,0,0,0
"12857","chr4",114989669,115010282,31,0,0,0,0
"12858","chr14",114802066,115010736,31,0,0,0,0
"12859","chr4",115010283,115016047,31,0,0,0,0
"12860","chr4",115016048,115024806,31,1,0,0.032258064516129,0
"12861","chr14",115010737,115025101,31,0,0,0,0
"12862","chr8",114868381,115051143,31,0,0,0,0
"12863","chr6",114865791,115115320,31,0,0,0,0
"12864","chr8",115051144,115121748,31,0,0,0,0
"12865","chr8",115121749,115121902,31,0,0,0,0
"12866","chr7",114759025,115122311,31,0,0,0,0
"12867","chr14",115025102,115129654,31,0,0,0,0
"12868","chr6",115115321,115136124,31,0,0,0,0
"12869","chr8",115121903,115176861,31,0,0,0,0
"12870","chr8",115176862,115183161,31,0,0,0,0
"12871","chr8",115183162,115183544,31,0,0,0,0
"12872","chrX",113110318,115186853,31,0,0,0,0
"12873","chr6",115136125,115217205,31,0,0,0,0
"12874","chr4",115024807,115226909,31,0,0,0,0
"12875","chr6",115217206,115232787,31,0,2,0,0.0645161290322581
"12876","chr6",115232788,115232868,31,0,1,0,0.032258064516129
"12877","chr14",115129655,115246544,31,0,0,0,0
"12878","chr6",115232869,115283421,31,0,0,0,0
"12879","chrX",115186854,115299858,31,0,0,0,0
"12880","chrX",115299859,115305732,31,0,2,0,0.0645161290322581
"12881","chrX",115305733,115314948,31,0,1,0,0.032258064516129
"12882","chr6",115283422,115333921,31,0,0,0,0
"12883","chr6",115333922,115342438,31,0,0,0,0
"12884","chr6",115342439,115352018,31,0,0,0,0
"12885","chr6",115352019,115352168,31,0,0,0,0
"12886","chr6",115352169,115353368,31,1,0,0.032258064516129,0
"12887","chr6",115353369,115365307,31,0,0,0,0
"12888","chr6",115365308,115377713,31,0,0,0,0
"12889","chrX",115314949,115395085,31,0,0,0,0
"12890","chr3",114903861,115420056,31,0,0,0,0
"12891","chr3",115420057,115420630,31,0,11,0,0.354838709677419
"12892","chr3",115420631,115424943,31,0,16,0,0.516129032258065
"12893","chr8",115183545,115464629,31,0,0,0,0
"12894","chr1",114661155,115468400,31,0,0,0,0
"12895","chr1",115468401,115468475,31,0,1,0,0.032258064516129
"12896","chr1",115468476,115468554,31,0,2,0,0.0645161290322581
"12897","chr1",115468555,115469231,31,0,6,0,0.193548387096774
"12898","chr14",115246545,115493372,31,0,0,0,0
"12899","chr8",115464630,115517763,31,0,0,0,0
"12900","chr8",115517764,115612661,31,0,0,0,0
"12901","chr8",115612662,115615362,31,0,0,0,0
"12902","chr6",115377714,115623943,31,0,0,0,0
"12903","chr8",115615363,115626410,31,0,0,0,0
"12904","chr8",115626411,115637362,31,0,0,0,0
"12905","chr8",115637363,115649260,31,0,0,0,0
"12906","chr3",115424944,115739794,31,0,0,0,0
"12907","chr3",115739795,115739869,31,0,1,0,0.032258064516129
"12908","chr3",115739870,115741565,31,0,11,0,0.354838709677419
"12909","chr2",114175407,115810169,31,0,0,0,0
"12910","chr2",115810170,115811722,31,8,0,0.258064516129032,0
"12911","chr2",115811723,115850168,31,0,0,0,0
"12912","chr2",115850169,115850618,31,0,0,0,0
"12913","chr7",115122312,115925927,31,0,0,0,0
"12914","chr2",115850619,116007029,31,0,0,0,0
"12915","chr2",116007030,116028524,31,0,0,0,0
"12916","chr8",115649261,116040901,31,0,0,0,0
"12917","chr8",116040902,116041179,31,0,0,0,0
"12918","chr2",116028525,116046248,31,0,0,0,0
"12919","chr8",116041180,116063274,31,0,0,0,0
"12920","chr7",115925928,116094459,31,0,0,0,0
"12921","chr8",116063275,116133543,31,0,0,0,0
"12922","chr8",116133544,116133693,31,0,0,0,0
"12923","chr9",114719675,116136365,31,0,0,0,0
"12924","chr7",116094460,116167191,31,0,1,0,0.032258064516129
"12925","chr7",116167192,116168923,30,0,1,0,0.032258064516129
"12926","chr1",115469232,116174988,31,0,0,0,0
"12927","chr2",116046249,116203389,31,0,0,0,0
"12928","chr9",116136366,116210428,31,0,0,0,0
"12929","chr9",116210429,116211053,31,1,0,0.032258064516129,0
"12930","chr7",116168924,116226844,31,0,2,0,0.0645161290322581
"12931","chr7",116226845,116226994,31,0,0,0,0
"12932","chr2",116203390,116227484,31,0,0,0,0
"12933","chr7",116226995,116237106,31,0,2,0,0.0645161290322581
"12934","chr7",116237107,116239529,31,0,3,0,0.0967741935483871
"12935","chr9",116211054,116242851,31,0,0,0,0
"12936","chr8",116133694,116278034,31,0,0,0,0
"12937","chr8",116278035,116278259,31,0,0,0,0
"12938","chr8",116278260,116278709,31,0,0,0,0
"12939","chr8",116278710,116279534,31,0,0,0,0
"12940","chr8",116279535,116283797,31,0,0,0,0
"12941","chr3",115741566,116286964,31,0,0,0,0
"12942","chr8",116283798,116311476,31,0,0,0,0
"12943","chr8",116311477,116324985,31,0,1,0,0.032258064516129
"12944","chr3",116286965,116345704,31,0,0,0,0
"12945","chr3",116345705,116346248,31,0,0,0,0
"12946","chr2",116227485,116357126,31,0,0,0,0
"12947","chr5",114959478,116366224,31,0,0,0,0
"12948","chr5",116366225,116366678,31,0,0,0,0
"12949","chr8",116324986,116377560,31,0,0,0,0
"12950","chr2",116357127,116385970,31,0,0,0,0
"12951","chr5",116366679,116410030,31,0,0,0,0
"12952","chr5",116410031,116417617,31,1,0,0.032258064516129,0
"12953","chr5",116417618,116424074,31,0,0,0,0
"12954","chr1",116174989,116435784,31,0,0,0,0
"12955","chr1",116435785,116437595,31,0,1,0,0.032258064516129
"12956","chr2",116385971,116457982,31,0,0,0,0
"12957","chr8",116377561,116469444,31,0,0,0,0
"12958","chr8",116469445,116475048,31,0,0,0,0
"12959","chr1",116437596,116491983,31,0,2,0,0.0645161290322581
"12960","chr1",116491984,116496957,31,0,3,0,0.0967741935483871
"12961","chr5",116424075,116499263,31,0,0,0,0
"12962","chr1",116496958,116502490,31,0,9,0,0.290322580645161
"12963","chr1",116502491,116502790,31,0,8,0,0.258064516129032
"12964","chr5",116499264,116509926,31,1,0,0.032258064516129,0
"12965","chr1",116502791,116518732,31,0,2,0,0.0645161290322581
"12966","chr5",116509927,116575271,31,0,0,0,0
"12967","chr5",116575272,116615020,31,0,0,0,0
"12968","chr5",116615021,116615517,31,0,0,0,0
"12969","chr2",116457983,116727364,31,0,0,0,0
"12970","chr2",116727365,116728639,31,0,3,0,0.0967741935483871
"12971","chr7",116239530,116863404,31,0,0,0,0
"12972","chr7",116863405,116872527,31,0,0,0,0
"12973","chr7",116872528,116872602,31,1,0,0.032258064516129,0
"12974","chr7",116872603,116882308,31,1,0,0.032258064516129,0
"12975","chr7",116882309,116882512,31,0,0,0,0
"12976","chr7",116882513,116927149,31,0,0,0,0
"12977","chr8",116475049,117034217,31,0,0,0,0
"12978","chr8",117034218,117036676,31,0,0,0,0
"12979","chr4",115226910,117061863,31,0,0,0,0
"12980","chr7",116927150,117074057,31,0,0,0,0
"12981","chr7",117074058,117079232,31,0,0,0,0
"12982","chr7",117079233,117080957,31,1,0,0.032258064516129,0
"12983","chr7",117080958,117081032,31,2,0,0.0645161290322581,0
"12984","chr7",117081033,117081159,31,3,0,0.0967741935483871,0
